"M3", -3.55818350394, 3.6149257874, 1.57329334646
"M3", -3.55204452756, 3.61590377953, 1.61091858268
"M3", -3.54590559055, 3.61688177165, 1.64854366142
"M3", -3.53976692913, 3.61786007874, 1.68616889764
"M3", -3.53362795276, 3.61883811024, 1.72379409449
"M3", -3.52748901575, 3.61981610236, 1.76141917323
"M3", -3.52135003937, 3.62079440945, 1.79904440945
"M3", -3.51521110236, 3.62177240157, 1.83666964567
"M3", -3.50907212598, 3.6227503937, 1.87429488189
"M3", -3.50293346457, 3.62372870079, 1.91191996063
"M3", -3.49679452756, 3.62470673228, 1.94954519685
"M3", -3.49065555118, 3.62568503937, 1.98717043307
"M3", -3.4845165748, 3.6266630315, 2.02479551181
"M3", -3.4783776378, 3.62764102362, 2.06242074803
"M3", -3.47223897638, 3.62861933071, 2.10004594488
"M3", -3.4661, 3.62959732283, 2.13767102362
"M3", -3.45996106299, 3.63057535433, 2.17529625984
"M3", -3.49269507874, 3.62536003937, 2.21274322835
"M3", -3.53156834646, 3.61916637795, 2.21255023622
"M3", -3.57044070866, 3.61297275591, 2.21227074803
"M3", -3.60931185039, 3.60677944882, 2.21185952756
"M3", -3.6481830315, 3.60058610236, 2.21140807087
"M3", -3.68705090551, 3.59437326772, 2.21097854331
"M3", -3.72592023622, 3.58816822835, 2.21054948819
"M3", -3.76482385827, 3.58218755906, 2.21011980315
"M3", -3.80395905512, 3.5780034252, 2.20968771654
"M3", -3.84314110236, 3.57424877953, 2.20925503937
"M3", -3.88232011811, 3.57046354331, 2.20882251969
"M3", -3.92149346457, 3.56662149606, 2.20839011811
"M3", -3.96066531496, 3.56276385827, 2.20795653543
"M3", -3.99983141732, 3.55884913386, 2.20749141732
"M3", -4.03899153543, 3.55489204724, 2.20692267717
"M3", -4.0781465748, 3.55091484252, 2.20616047244
"M3", -4.11728866142, 3.54686795276, 2.20515633858
"M3", -4.15641996063, 3.54276311024, 2.20397468504
"M3", -4.1955434252, 3.53861531496, 2.20268444882
"M3", -4.23466267717, 3.53443988189, 2.20135472441
"M3", -4.27377866142, 3.53023110236, 2.20004224409
"M3", -4.31288472441, 3.52592858268, 2.19873397638
"M3", -4.35198444882, 3.52156811024, 2.19742602362
"M3", -4.39107877953, 3.51715688976, 2.19612767717
"M3", -4.43016322835, 3.51267444882, 2.19478338583
"M3", -4.46923444882, 3.50812027559, 2.19329370079
"M3", -4.5082888189, 3.50350476378, 2.19157586614
"M3", -4.54732700787, 3.49882472441, 2.18967511811
"M3", -4.58635074803, 3.49407496063, 2.18765047244
"M3", -4.62536188976, 3.48924952756, 2.18556173228
"M3", -4.66436220472, 3.48434326772, 2.18346484252
"M3", -4.70335291339, 3.47935775591, 2.18137169291
"M3", -4.74233311024, 3.4742907874, 2.17927901575
"M3", -4.78130251969, 3.46914035433, 2.17718708661
"M3", -4.82026015748, 3.4639034252, 2.17509562992
"M3", -4.85920582677, 3.4585769685, 2.1730057874
"M3", -4.89813767717, 3.45315496063, 2.17089854331
"M3", -4.93704728346, 3.44762275591, 2.16868015748
"M3", -4.97592956693, 3.44198362205, 2.16625318898
"M3", -5.01478480315, 3.43626216535, 2.16360346457
"M3", -5.05361240157, 3.43044401575, 2.1607642126
"M3", -5.09241299213, 3.42450992126, 2.1577934252
"M3", -5.13119192913, 3.41846527559, 2.15476283465
"M3", -5.16995287402, 3.41231216535, 2.15173031496
"M3", -5.20869397638, 3.40602814961, 2.14870031496
"M3", -5.24741224409, 3.39960685039, 2.14567212598
"M3", -5.28611011811, 3.39306417323, 2.14264547244
"M3", -5.32478992126, 3.38641397638, 2.13962027559
"M3", -5.36345055118, 3.37965027559, 2.13660082677
"M3", -5.40208350394, 3.37273062992, 2.13358224409
"M3", -5.44068224409, 3.36564070866, 2.13052177165
"M3", -5.47924551181, 3.35841712598, 2.12732870079
"M3", -5.51776917323, 3.35107759843, 2.12392625984
"M3", -5.55624472441, 3.34360586614, 2.12027496063
"M3", -5.59466685039, 3.33597858268, 2.11639838583
"M3", -5.63303551181, 3.32816897638, 2.11235346457
"M3", -5.67136448819, 3.32020496063, 2.10823015748
"M3", -5.70966224409, 3.31210759843, 2.1040826378
"M3", -5.74792515748, 3.3038534252, 2.0999223622
"M3", -5.78614901575, 3.29541905512, 2.09576102362
"M3", -5.82432846457, 3.28678129921, 2.09161023622
"M3", -5.8624688189, 3.27796633858, 2.08747125984
"M3", -5.90057555118, 3.26900543307, 2.08333637795
"M3", -5.93864259843, 3.2598765748, 2.07920523622
"M3", -5.97666401575, 3.25055791339, 2.07507787402
"M3", -6.01463318898, 3.24102716535, 2.07095377953
"M3", -6.05255248031, 3.23129759843, 2.06683586614
"M3", -6.09041649606, 3.22141122047, 2.06258472441
"M3", -6.12819582677, 3.2113626378, 2.05797405512
